Time,Time Code,Country Name,Country Code,GDP (current US$),Gini index (World Bank estimate),"Foreign direct investment, net inflows (BoP, current US$)","Life expectancy at birth, total (years)",Exports of goods and services (% of GDP),Poverty headcount ratio at national poverty lines (% of population),"Inflation, consumer prices (annual %)","Compulsory education, duration (years)","Government expenditure on education, total (% of GDP)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Arms imports (SIPRI trend indicator values),Fossil fuel energy consumption (% of total),Gross domestic savings (% of GDP),Gross savings (% of GDP),Human capital index (HCI) (scale 0-1),Research and development expenditure (% of GDP),"International tourism, number of arrivals","International tourism, receipts (current US$)","International tourism, number of departures",GNI (current US$),Individuals using the Internet (% of population),Access to electricity (% of population),Agricultural land (% of land area),"Birth rate, crude (per 1,000 people)",External debt stocks (% of GNI),"Fertility rate, total (births per woman)",Gross national expenditure (% of GDP),High-technology exports (current US$),Lending interest rate (%),Mobile cellular subscriptions (per 100 people),"Mortality rate, infant (per 1,000 live births)","Patent applications, residents",Prevalence of current tobacco use (% of adults),Sex ratio at birth (male births per female births),Taxes on goods and services (% of revenue),"Taxes on income, profits and capital gains (% of revenue)",Taxes on international trade (% of revenue),Total greenhouse gas emissions (kt of CO2 equivalent),Urban population (% of total population)
2002,YR2002,Austria,AUT,213377771503.858,..,138346430.7562,78.6780487804878,45.31938619858,..,1.81035953871319,9,5.52213001251221,..,..,..,69000000,77.3108741675121,27.6213946823083,..,..,2.06598,18611000,12334000000,8266000,212139375117.636,36.56,100,35.1441020970196,9.7,..,1.39,96.0212621576833,..,..,82.8087,4.4,1932,..,1.055,37.8814584532638,38.1988050148802,-0.00201801771182282,87386.68817,59.655
2002,YR2002,Azerbaijan,AZE,6235856819.58445,25.3,2024577000,67.391,42.7678350515464,..,2.7711647199827,9,3.15445995330811,..,..,..,89000000,97.3146739728947,24.6944329896907,19.6539096973196,..,0.30155,576000,63000000,..,5851180004.11438,4.99971,100,57.4317946998865,13.5,28.9114982227597,1.8,109.88206185567,..,17.3708333333333,9.59519,53.7,234,..,1.17,..,..,..,40298.546,51.787
2002,YR2002,"Bahamas, The",BHS,8881160000,..,152790000,71.977,36.175454557738,..,2.17357792508091,12,..,..,..,..,..,..,33.7203698615947,32.1215395849191,..,..,1513000,1773000000,..,8696814900,18,100,1.2987012987013,16.177,..,1.931,90.4881794720509,..,6,39.5758,14.1,..,..,1.057,11.5026182257352,0,57.0849819292854,3255.00095,82.092
2002,YR2002,Bahrain,BHR,9593510638.29787,..,216986881.649309,74.822,72.5085662959225,..,-0.495540138751155,..,..,..,..,..,54000000,..,37.2312290000998,22.8278174519567,..,..,4831000,985000000,..,9068566223.40425,18.0507,100,12.9577462102326,20.591,..,2.663,86.1165016245467,..,8.40653404539386,52.9133,10,..,..,1.04,..,..,..,19967.0134,88.373
2002,YR2002,Bangladesh,BGD,54724081490.5102,..,52304931.038967,66.43,12.4099689322019,..,3.33256493271908,5,2.01714992523193,..,..,..,33000000,61.0466409333535,20.8389387311458,30.7491764310818,..,..,207000,59000000,1158000,56908044576.0056,0.13992,37.7140502929688,71.8521932857033,26.132,29.3237754107195,2.973,103.502477405527,..,12.6091666666667,0.811455,57.3,43,..,1.049,25.1876407481389,11.7695175774881,29.9306965036538,143812.573,24.756
2002,YR2002,Barbados,BRB,3106500000,..,228343253.8,77.534,38.9859971028489,..,0.125249458055994,11,5.88062000274658,..,..,..,..,..,11.3342990503782,9.52174062530179,..,..,498000,666000000,..,2987550000,27.8363,100,39.5348837209302,13.624,..,1.793,106.067922098825,..,8.5,35.5465,14.1,..,..,1.036,..,..,..,1263.73575,33.431
2002,YR2002,Belarus,BLR,14594249022.8922,30.3,247100000,68.0560975609756,63.6275159440361,30.5,42.5375481348794,9,..,..,..,..,..,92.0280213771872,19.479461173833,20.49151972393,..,0.6209,63000,295000000,1436000,14543051367.9509,8.95097,100,44.49539022827,8.9,23.3720394984682,1.24,102.697390419423,..,36.8833333333333,4.74691,8.4,895,..,1.061,61.8019317488136,11.2530275879724,12.8879250930429,89727.105,70.939
2002,YR2002,Belgium,BEL,257157820440.429,..,18118954671.3727,78.0756097560976,70.8312976956765,..,1.64521436175359,12,..,..,..,..,48000000,74.4701814763315,26.3248478806862,26.3637538782916,..,1.89073,6720000,7598000000,6773000,261601919819.311,46.33,100,45.8751643192186,10.9,..,1.65,94.4225540967277,..,..,78.1656,4.4,601,..,1.05,35.5386346285209,55.6546255742623,0,138048.514,97.241
2002,YR2002,Belize,BLZ,925050000,..,25461176.8782397,69.272,52.988670882655,..,..,8,..,..,..,..,..,..,6.3758445489433,3.76380201882685,..,..,200000,121000000,..,857568850,5.68425,81.4568023681641,6.66374397194213,28.62,99.0624878573889,3.392,117.649802713367,..,14.8341666666667,19.7154,18.9,..,..,1.03,27.2797395201307,18.9705758671649,39.6383559010465,1702.5859,45.364
2002,YR2002,Benin,BEN,4174634520.35486,..,-19395622.6954977,56.025,19.726610778332,..,2.4891623549154,6,2.15949010848999,..,14.3174495697021,2.16149997711182,7000000,29.6471225919176,10.5185058688766,13.631081215314,..,..,72000,94500000,..,4146494876.0969,0.702946,23.5840339660645,29.8421426037602,41.654,38.7933220410522,5.82,104.315216665721,..,..,2.99874,82.4,..,..,1.041,..,..,..,47757.344,39.036
2002,YR2002,Bermuda,BMU,3937228000,..,5400000,78.0878048780488,..,..,..,13,..,..,..,..,..,..,..,..,..,..,284000,378000000,145000,..,52.0316,100,7.40740738696685,13.2,..,1.77,..,..,..,45.6927,..,..,..,..,..,..,..,527.096286,100
2002,YR2002,Bhutan,BTN,520849551.532606,..,2425411.8983,62.728,24.6140541985654,..,2.48343048790224,..,..,..,..,..,..,..,32.7603735651493,..,..,..,5600,8000000,..,512806665.295207,1.6758,44.145637512207,13.4422110552764,25.025,75.2817693736027,3.183,129.357268672275,..,15.4583333333333,0,52.1,..,..,1.04,10.4072350841619,14.8433919882366,1.21489341446878,1707.60039,27.57
2002,YR2002,Bolivia,BOL,7905485216.17852,59.3,676543000,63.64,21.6344550697626,63.3,0.928258851611061,8,..,..,..,..,..,80.8602388372084,10.2133241561052,12.2970672217791,..,0.27663,334000,143000000,217000,7700785216.17852,3.11719,63.996855,34.4419828302409,29.263,66.3179877393636,3.885,106.081348562795,..,20.6324567427484,11.7048,50.3,..,..,1.05,51.3761341195741,7.22795154451627,4.19414878625276,110701.193,62.783
2002,YR2002,Bosnia and Herzegovina,BIH,6651106833.49374,..,267769568.956599,74.803,24.3478518196947,..,..,8,..,..,..,..,..,87.7490470911173,..,..,..,..,160000,307000000,..,7159190134.74495,2.64827,98.5,41.46484375,9.966,44.2322038275188,1.374,..,..,12.6958333333333,19.9176,8.2,..,..,1.065,..,..,..,17112.299,43.014
2002,YR2002,Botswana,BWA,5438857106.73536,64.7,407997828.632639,50.232,52.1574267782427,30.6,8.03279662527486,..,..,..,..,..,1000000,65.3772214083359,40.2455253370525,31.434570798765,..,..,1274000,324000000,..,4740668162.71058,3.38592,31.4003505706787,45.605491150989,29.05,10.3645742358617,3.2,89.948279869828,..,16.2083333333333,19.4917,27.4,..,..,1.031,..,..,..,51450.302,54.57
2002,YR2002,Brazil,BRA,507962487700.024,58.1,16586600193.114,70.813,14.2305902713775,..,8.4501643770833,8,3.75037002563477,..,..,..,223000000,57.1539976067783,18.2919026240197,15.4075368110728,..,1.00968,3785000,2142000000,2338000,490921176362.21,9.14943,96.652996,31.8094695709811,18.955,47.2467255849986,2.163,99.1571768594759,..,62.875,19.4282,26.7,3481,..,1.05,40.6483488952233,28.3970827151448,2.49458058672488,1591827.05,81.88
2002,YR2002,British Virgin Islands,VGB,..,..,5451882000,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,282000,345000000,..,..,18.8857,95.4097900390625,46.6666666666667,..,..,..,..,..,..,37.8627,..,..,..,..,..,..,..,..,42.328
2002,YR2002,Brunei Darussalam,BRN,5843329107.56171,..,229671955.675395,73.332,67.1218302942605,..,-2.3149724245932,..,..,..,..,..,1000000,99.9999072952175,47.229130783101,45.7021633571297,..,0.01592,..,113000000,..,5843329107.56171,15.3299,100,2.08728652751423,21.447,..,2.22,74.0305935781667,..,5.5,44.3065,7.9,..,..,1.055,..,..,..,9840.8143,72.046
2002,YR2002,Bulgaria,BGR,16402846413.0958,..,904659791.087722,71.8658536585366,33.6473037196123,..,5.81014365721823,9,3.38608002662659,..,..,..,..,70.4665561092248,12.5540173047927,17.9851935768516,..,0.46834,3433000,1392000000,3188000,16746346413.0958,9.08,100,48.9430147058824,8.5,73.5293921787664,1.23,107.975003575128,..,9.20784166666667,33.0215,13.2,289,..,1.064,46.2398951922898,13.4224889073588,2.39959777912539,63711.0187,69.524
2002,YR2002,Burkina Faso,BFA,3622350203.94595,..,15026083.6628,51.384,8.86536563219181,..,2.17569480664608,10,..,..,..,..,..,..,-0.130106710683566,..,..,0.33866,150000,37000000,..,3588060318.58699,0.200993,10.0951881408691,39.3640350877193,45.778,..,6.468,113.581791588413,..,..,0.903051,87.7,..,..,1.046,37.3689476975599,17.7063637447552,12.7148917643852,50062.477,19.258
2002,YR2002,Burundi,BDI,825394490.159111,..,0,50.81,4.68580418118256,..,-1.36568005328061,..,3.00493001937866,..,..,..,3000000,..,-8.35356084580785,4.20017398723749,..,..,74000,1600000,..,811709078.127599,0.118228,3.66002893447876,71.417445482866,42.809,151.804959511159,6.801,112.302221044601,..,19.4675,0.775643,88.9,..,..,1.03,..,..,..,5029.5112,8.682
2002,YR2002,Cabo Verde,CPV,620974660.230303,..,14759046.6769552,69.557,32.5449567130458,..,1.88453410076764,6,7.87682008743286,..,..,..,..,..,..,..,..,..,126000,100000000,..,606246005.721718,3.51876,58.6,18.3622828784119,26.099,63.9829848178914,3.271,..,..,..,9.69611,26.3,..,..,1.03,..,..,..,309.03741,55.146
2002,YR2002,Cambodia,KHM,4284028482.53766,..,130956363.872694,60.283,55.422133135624,..,3.22508361481579,..,1.71121001243591,..,..,..,..,18.6214465678362,8.49714744501145,14.3561391805386,..,0.0498,787000,509000000,45000,4096441959.94383,0.226983,18.8072299957275,28.3254022207115,26.793,58.3757487005329,3.521,109.627367952242,..,..,3.00687,67.3,..,..,1.034,29.6899882480631,5.66244179533579,22.3627104549884,108594.633,18.82
2002,YR2002,Cameroon,CMR,11579343088.1613,..,505256043.293607,51.536,24.296900395925,..,2.83442260128067,6,..,..,..,..,6000000,15.8114335343114,19.5744162738975,14.2183399667327,..,..,..,124000000,..,10906514675.5713,0.360872,44.114875793457,19.3776311057519,41.196,94.3097177418068,5.475,103.249016832917,..,..,4.28857,83.7,..,..,1.03,..,..,..,128242.366,46.738
2002,YR2002,Canada,CAN,757950678646.53,..,24486425376.8819,79.490243902439,40.201285970346,..,2.25839440940856,10,5.01072978973389,..,..,..,436000000,75.1633668641508,23.9398479299711,21.8020873239905,..,1.97873,20057000,12744000000,17705000,741406996750.143,61.5933,100,7.42474578023227,10.5,..,1.5014,95.8697786880009,..,4.20833333333333,38.0778,5.2,3959,..,1.054,..,59.7616394604281,1.6334012847438,908686.15,79.888
2002,YR2002,Cayman Islands,CYM,..,..,2802975000,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,303000,607000000,..,..,..,100,11.2500001986822,13.7331574484123,..,..,..,..,..,41.8954,..,..,..,..,..,..,..,..,100
2002,YR2002,Central African Republic,CAF,991387870.12463,..,5644286.5587,44.063,15.96270493648,..,..,10,1.5195699930191,..,..,..,..,..,5.44173382729588,..,..,..,2900,3000000,5000,982309385.151714,0.128537,6.66370105743408,8.26511284471412,41.194,110.309048969602,5.459,104.183212838257,..,..,0.331393,109.2,..,..,1.03,..,..,..,350970.59,37.802
2002,YR2002,Chad,TCD,1997005786.54118,..,924119210.0868,47.9,12.6899405964434,..,5.19181895195446,6,..,..,..,..,..,..,-40.8147536268974,..,..,..,..,25000000,..,1936981359.29949,0.16607,3.58105635643005,38.6991740787802,50.451,66.1882010131838,7.268,200.970926649807,..,..,0.37919,97.3,..,..,1.03,..,..,..,127184.569,21.702
2002,YR2002,Channel Islands,CHI,6663669064.7482,..,..,79.548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6482314148.68106,..,..,37.3737392954871,11.336,..,1.496,..,..,..,..,..,..,..,1.057,..,..,..,..,30.557
2002,YR2002,Chile,CHL,69736811435.1032,..,2549923142.41108,76.894,32.8039336278624,..,2.48939816650703,8,4.08121013641357,..,..,..,74000000,73.200718363679,24.5472175093976,21.5054175236778,..,..,1412000,1221000000,1293000,67033029762.5337,22.1,97.3957824707031,20.9338661225296,15.713,..,1.972,97.7858582379962,..,7.75807289652374,39.8122,8.3,391,..,1.04,..,..,..,91214.148,86.606
2002,YR2002,China,CHN,1470550015081.55,42,53073618897.4036,72.061,22.64474567395,..,-0.731975500083577,9,..,..,..,..,2875000000,81.202125230752,39.0165567529092,38.8832254802573,..,1.05786,36803000,21742000000,16602000,1455604866961.46,4.5957,97.5149002075195,55.232342203565,12.86,12.7436363052921,1.6,97.136886690294,..,5.31,15.7574,26.1,39806,..,1.16,..,..,..,5474914.9,38.425
2002,YR2002,Colombia,COL,97963003804.7851,55.8,2133698124.14946,73.517,14.8155696775272,49.7,6.35192507425155,10,4.26812982559204,..,..,..,171000000,74.9478565303415,13.9000419854641,13.924984788252,..,0.13944,567000,1237000000,1277000,95331633503.9279,4.6,94.53076171875,37.5006759801713,21.133,35.2259587931912,2.458,103.351499859369,..,16.3267983308288,11.2454,19.9,54,..,1.05,..,..,..,148233.516,74.797
2002,YR2002,Comoros,COM,425964697.418664,..,430423.4793,59.617,8.83617675060801,..,3.53304214308075,6,2.25841999053955,..,..,..,..,..,-0.0424143703496478,..,..,..,18900,10900000,..,425207827.288472,0.55487,..,72.5416418981243,36.972,63.9250473334045,5.235,118.084726088899,..,12,0,71.7,..,..,1.05,..,..,..,406.26874,27.992
2002,YR2002,"Congo, Dem. Rep.",COD,8728038525.14034,..,187598693.6937,51.385,15.6713428067886,..,31.5225826025495,6,..,..,..,..,12000000,1.71458508382986,9.46163105352923,..,..,..,28000,..,..,8430337554.61324,0.0927907,7.91727924346924,11.2701528417988,45.892,119.231451776205,6.73,97.974160029405,..,..,1.12288,102.3,..,..,1.03,..,..,..,763919.42,36.055
2002,YR2002,"Congo, Rep.",COG,3034251042.07329,..,199155450.954144,53.091,81.5164254833959,..,4.37875971780872,10,3.20831990242004,..,..,..,..,24.2569489495484,51.9090786070597,23.5497916763512,..,..,..,25600000,..,2183515345.53473,0.15725,..,30.8638360175695,38.569,230.632982012196,4.854,71.4985179533469,..,..,6.70012,67.9,..,..,1.03,21.0583657587549,0,5.61867704280156,24853.8734,59.617
2002,YR2002,Costa Rica,CRI,16504795592.7964,51.9,723172624.768835,77.74,39.4004598290158,..,9.16640559221474,11,5.17354011535645,..,..,..,..,55.0019531686709,17.9538148217616,14.3735980680102,..,..,1113000,1429000000,364000,15743590601.9677,19.8949,98.509188,35.7618488053271,18.038,32.2090791961158,2.195,101.973686512422,..,26.4166666666667,12.2528,10.2,..,..,1.05,..,19.5540435213077,6.34071327758,9998.1717,61.753
2002,YR2002,Cote d'Ivoire,CIV,12405208665.4831,41.3,212580417.4534,49.475,47.4623494754671,..,3.0772648515743,10,4.09033012390137,..,..,..,31000000,37.8487156284546,20.969694701985,..,..,..,..,56000000,..,10857690889.8375,0.497929,51.4,61.6352201257862,40.419,108.346704760362,5.713,88.3950754718669,..,..,5.96034,91.4,..,..,1.03,22.0580688456024,10.1359951982829,47.0557251385776,28670.943,43.983
2002,YR2002,Croatia,HRV,26813968850.5192,..,980784304.813265,74.7173170731707,36.2125231975375,..,1.67178437393382,8,3.81978011131287,..,..,..,2000000,79.7087521961615,15.2092396442826,18.2925124034204,..,0.94846,6944000,3952000000,..,26355714857.8312,17.76,100,21.1232337685566,9,..,1.42,109.513874866579,..,12.84,52.6093,6.6,328,..,1.059,59.2075698730343,10.1008699866433,3.22248244811003,28301.7261,53.81
2002,YR2002,Cuba,CUB,33590500000,..,..,77.105,11.5270686652476,..,..,9,9.57116985321045,..,68.7751007080078,9.35904026031494,..,72.6293850564265,7.52124588797428,..,..,0.56445,1656000,1769000000,111000,32979826200,3.77059,95.5,62.5434721308394,12.409,..,1.59,101.675104270553,..,..,0.159389,6.4,..,..,1.057,..,..,..,48831.036,75.785
2002,YR2002,Curacao,CUW,..,..,..,..,..,..,0.391389432485314,9,..,..,..,..,..,..,..,..,..,..,218000,217000000,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,1.05,..,..,..,..,90.894
2002,YR2002,Cyprus,CYP,11420227884.6154,..,1103449726.13198,78.264,62.4053120319487,..,2.80115505180746,9,5.58166980743408,..,..,..,1000000,97.7756552510606,21.6303611750978,17.4952612506446,..,0.27967,2418000,2178000000,744000,10831199038.4615,28.32,100,15.1515151515152,12.421,..,1.614,98.8307184695981,..,..,58.9385,5,..,..,1.07,39.6538799986963,36.0818694391031,4.21080076915556,8040.81118,68.694
2002,YR2002,Czech Republic,CZE,82196001050.7474,26.6,8496609035.7758,75.2219512195122,45.0041286043534,..,1.90298097019031,..,3.97255992889404,..,..,..,42000000,86.8719392271477,29.290645571022,26.8038430389991,..,1.10202,4743000,3376000000,..,79239888083.1801,23.93,100,55.2866571761356,9.1,..,1.17,101.32639311597,..,6.72416666666667,83.9832,4.1,526,..,1.058,28.8092494270485,20.6687859151486,1.24891718022023,152372.4188,73.809
2002,YR2002,Denmark,DNK,178635163717.431,..,4430703178.95052,76.8951219512195,45.7044791859005,..,2.42443661219694,9,8.2130298614502,..,..,..,45000000,87.9899084650889,28.195037931528,25.2583945609658,..,2.44145,3436000,4791000000,4935000,176412403257.882,64.25,100,62.8093330190903,11.9,..,1.72,93.1480166471576,..,..,83.3411,4.6,1815,..,1.052,42.2153905833293,35.2914706880667,0,69387.745,85.25
2002,YR2002,Djibouti,DJI,591122039.601398,40,3432346.2055694,57.235,..,..,0.637619553666345,10,8.44760036468506,..,..,..,3000000,..,..,..,..,..,22500,8900000,..,606415674.005886,0.486972,49.7,73.3822260569456,30.217,59.1074247359446,4.24,..,..,..,2.00819,76.7,..,..,1.039,..,..,..,2019.00941,76.624
2002,YR2002,Dominica,DMA,333195185.185185,..,20110637.037037,76.5975609756098,36.9656090802077,..,0.170055330197674,12,..,..,..,..,..,..,..,..,..,..,69000,46000000,..,305264814.814815,18.4249,87.7,29.3333333333333,15.4,81.5302492856839,1.9,..,..,10.9728957217648,17.4306,15,..,..,..,..,..,..,159.091129,65.689
2002,YR2002,Dominican Republic,DOM,27137508655.3127,49.7,926000000,69.957,30.7240101573319,..,5.22336769759447,9,1.9140100479126,..,..,..,0,88.2630815860735,19.6814930822892,23.7983842265501,..,..,2811000,2730000000,332000,25985430345.9163,6.82373,89.749814,52.0596149865452,23.959,25.0845764106446,2.762,107.275262592112,..,26.055,19.4913,31.5,11,..,1.05,..,..,..,29253.3232,63.371
2002,YR2002,Ecuador,ECU,28548945000,..,783261009.55,73.371,21.4923738863205,..,12.4840185721018,10,..,..,..,..,1000000,85.4397382541036,17.310576625511,18.7078718571261,..,0.05534,683000,449000000,627000,27296182800,4.2608,94.2798080444336,30.1578354002255,24.441,71.7215675097985,2.972,106.391801868686,..,..,11.8756,21.9,13,..,1.05,..,..,..,42616.27,61.118
2002,YR2002,"Egypt, Arab Rep.",EGY,85146067415.7303,..,646900000,68.961,18.3161784111903,..,2.73723855000332,9,..,..,..,..,719000000,94.8704914261058,13.6447611506994,18.4079875956717,..,..,4906000,4133000000,..,85241867415.7303,2.72,97.6025390625,3.4396504093626,25.258,33.5231619872476,3.173,104.354711005542,..,13.7916666666667,6.28761,33.5,627,..,1.066,26.1873107319595,24.1561415170988,8.98146096462073,202779.0124,42.889
2002,YR2002,El Salvador,SLV,12664190300,51.9,470000000,69.432,25.5130894550755,..,1.86552503610078,9,3.242840051651,..,..,..,19000000,44.2087006909016,2.17175905829526,15.5914879137595,..,..,798000,521000000,..,12340790300,1.9,87.54906,75.0482625482625,23.21,49.5431929695783,2.792,114.892911076992,..,..,14.9077,24.5,..,..,1.05,46.4505855763304,24.2140949250051,7.95151017053627,11242.8073,60.014
2002,YR2002,Equatorial Guinea,GNQ,1806742742.27311,..,323391507.4578,53.84,..,..,7.59247849833242,5,..,..,..,..,..,..,..,..,..,..,..,..,..,821380430.543874,0.321198,..,11.5508021390374,40.723,..,5.731,..,..,..,4.86039,102.1,..,..,1.03,..,..,..,..,52.573
2002,YR2002,Eritrea,ERI,729321366.651861,..,22766165.86,56.5,11.7811808402808,..,..,..,3.52390003204346,..,..,..,18000000,26.8514905989118,-23.4788686675121,..,..,..,101000,73000000,..,723218652.834893,0.22709,32.2,74.5742574257426,34.019,74.7699979778385,5.145,153.027800994566,..,..,0,51.7,..,..,1.052,..,..,..,4456.5509,28.341
2002,YR2002,Estonia,EST,7372457379.67411,..,338234260.376913,70.9048780487805,57.920649395746,..,3.57191270164023,9,5.43131017684937,..,..,..,1000000,29.5870558288905,26.3773967599202,21.9106444891331,..,0.71649,1362000,737000000,1849000,6978783083.73363,41.52,100,16.4708660581984,9.4,..,1.36,106.54292685457,..,..,63.7144,7.3,19,..,1.057,39.3829159918608,24.2963332087538,0.101739960965076,22955.3596,69.116
2002,YR2002,Eswatini,SWZ,1432228172.702,..,92945313.1719951,44.41,81.0377998484767,..,12.0197154699231,..,4.44086980819702,..,..,..,..,..,16.2731996671455,23.1983661792983,..,..,256000,45000000,..,1435491523.33337,1.8162,25.7890796661377,71.1627906976744,31.998,28.2911305221053,3.792,105.143364065793,..,15.25,6.67282,68.9,..,..,1.026,..,..,..,2760.5504,22.425
2002,YR2002,Ethiopia,ETH,7850809498.16803,..,255000000,53.349,..,..,1.6537293283834,8,3.63245010375977,..,..,..,20000000,4.18622995187848,..,..,..,..,156000,261000000,..,7797207615.85915,0.0724023,26.467643737793,30.498,42.012,84.0357388903258,6.262,..,..,8.661,0.0718099,80.2,1,..,1.04,12.6340940139072,19.3901147150643,33.4703802997053,186749.543,15.118
